city,price,year,manufacturer,condition,cylinders,odometer,title_status,transmission,drive,size,type,paint_color
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
north jersey,11999,2012,acura,excellent,4 cylinders,48400,clean,automatic,fwd,full-size,sedan,grey
central NJ,11999,2012,acura,excellent,4 cylinders,48400,clean,automatic,fwd,full-size,sedan,grey
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
"roseburg, OR",9995,2017,toyota,excellent,4 cylinders,48400,rebuilt,automatic,fwd,compact,sedan,blue
"eugene, OR",9995,2017,toyota,excellent,4 cylinders,48400,rebuilt,automatic,fwd,compact,sedan,blue
kenai peninsula,18750,2018,dodge,like new,6 cylinders,48374,clean,automatic,fwd,full-size,mini-van,silver
"madera, CA",19999,2018,chevrolet,like new,4 cylinders,48371,clean,automatic,rwd,mid-size,convertible,blue
western massachusetts,17900,2016,chevrolet,excellent,4 cylinders,48369,clean,automatic,4wd,mid-size,SUV,grey
"Duluth, MN",13880,2015,subaru,excellent,4 cylinders,48354,rebuilt,automatic,4wd,full-size,SUV,black
albuquerque,33997,2016,ford,good,6 cylinders,48354,clean,automatic,4wd,full-size,truck,silver
"logan, UT",33997,2016,ford,good,6 cylinders,48354,clean,automatic,4wd,full-size,truck,silver
"Oklahoma City, OK",29988,2016,bmw,like new,6 cylinders,48337,clean,automatic,4wd,full-size,sedan,silver
"wichita falls, TX",29988,2016,bmw,like new,6 cylinders,48337,clean,automatic,4wd,full-size,sedan,silver
"tulsa, OK",29988,2016,bmw,like new,6 cylinders,48337,clean,automatic,4wd,full-size,sedan,silver
"wichita, KS",29988,2016,bmw,like new,6 cylinders,48337,clean,automatic,4wd,full-size,sedan,silver
"flint, MI",19999,2016,nissan,excellent,6 cylinders,48300,clean,automatic,4wd,mid-size,SUV,silver
"boise, ID",16300,2015,honda,excellent,4 cylinders,48300,clean,automatic,4wd,mid-size,mini-van,grey
little rock,17900,2016,dodge,excellent,6 cylinders,48296,clean,automatic,fwd,mid-size,SUV,white
little rock,17900,2016,dodge,excellent,6 cylinders,48296,clean,automatic,fwd,mid-size,SUV,white
little rock,17900,2016,dodge,excellent,6 cylinders,48296,clean,automatic,fwd,mid-size,SUV,white
"knoxville, TN",32964,2016,toyota,like new,6 cylinders,48294,clean,automatic,4wd,mid-size,SUV,grey
"toledo, OH",13900,2015,jeep,excellent,4 cylinders,48290,clean,automatic,4wd,mid-size,SUV,red
"ann arbor, MI",13900,2015,jeep,excellent,4 cylinders,48290,clean,automatic,4wd,mid-size,SUV,red
"ann arbor, MI",13900,2015,jeep,excellent,4 cylinders,48290,clean,automatic,4wd,mid-size,SUV,red
"monroe, MI",13900,2015,jeep,excellent,4 cylinders,48290,clean,automatic,4wd,mid-size,SUV,red
"toledo, OH",13900,2015,jeep,excellent,4 cylinders,48290,clean,automatic,4wd,mid-size,SUV,red
"toledo, OH",13900,2015,jeep,excellent,4 cylinders,48290,clean,automatic,4wd,mid-size,SUV,red
"treasure coast, FL",21999,2013,acura,excellent,6 cylinders,48284,clean,automatic,4wd,full-size,SUV,white
"asheville, NC",31000,2017,toyota,like new,6 cylinders,48250,lien,automatic,4wd,mid-size,pickup,red
"bowling green, KY",29500,2013,mercedes-benz,good,8 cylinders,48250,rebuilt,automatic,rwd,mid-size,convertible,silver
"orange county, CA",4299,2013,ford,excellent,4 cylinders,48244,clean,automatic,fwd,compact,sedan,white
"Raleigh-Durham, Durham, NC",26900,2015,lexus,excellent,6 cylinders,48243,clean,automatic,fwd,mid-size,SUV,custom
"eugene, OR",16995,2013,honda,excellent,4 cylinders,48236,clean,automatic,4wd,mid-size,SUV,red
sarasota-bradenton,19000,2015,toyota,like new,6 cylinders,48221,lien,automatic,fwd,full-size,sedan,silver
maine,16000,2016,honda,excellent,4 cylinders,48217,clean,automatic,4wd,mid-size,SUV,white
"eau claire, WI",10715,2013,honda,excellent,4 cylinders,48207,clean,automatic,fwd,compact,wagon,silver
"jacksonville, FL",11988,2018,chevrolet,like new,4 cylinders,48207,clean,automatic,fwd,mid-size,sedan,white
"rochester, NY",12500,2016,toyota,excellent,4 cylinders,48200,clean,automatic,fwd,mid-size,sedan,white
"kansas city, MO",25000,2014,gmc,excellent,8 cylinders,48200,clean,automatic,4wd,full-size,pickup,white
"Rapid City, SD",20500,2015,subaru,excellent,4 cylinders,48189,clean,automatic,4wd,mid-size,SUV,white
indianapolis,11990,2013,lexus,excellent,6 cylinders,48186,clean,automatic,fwd,mid-size,sedan,red
"lakeland, FL",14995,2018,hyundai,like new,4 cylinders,48178,clean,automatic,fwd,full-size,sedan,white
"lakeland, FL",14995,2018,hyundai,like new,4 cylinders,48178,clean,automatic,fwd,full-size,sedan,white
"lakeland, FL",14995,2018,hyundai,like new,4 cylinders,48178,clean,automatic,fwd,full-size,sedan,white
western slope,21400,2016,chevrolet,excellent,6 cylinders,48176,clean,automatic,4wd,mid-size,SUV,red
"waco, TX",19999,2017,ford,like new,6 cylinders,48142,clean,automatic,fwd,full-size,SUV,blue
medford-ashland,10977,2016,ford,excellent,4 cylinders,48125,clean,automatic,fwd,compact,hatchback,red
medford-ashland,10977,2016,ford,excellent,4 cylinders,48125,clean,automatic,fwd,compact,hatchback,red
sacramento,9000,2016,hyundai,like new,4 cylinders,48125,salvage,automatic,fwd,mid-size,sedan,red
"wilmington, NC",9800,2012,toyota,excellent,4 cylinders,48111,clean,automatic,fwd,compact,sedan,white
"Raleigh-Durham, Durham, NC",13900,2015,toyota,excellent,4 cylinders,48106,clean,automatic,fwd,mid-size,sedan,white
"orange county, CA",9800,2014,toyota,excellent,4 cylinders,48100,salvage,automatic,fwd,mid-size,sedan,white
"phoenix, AZ",11984,2012,ford,excellent,6 cylinders,48099,clean,automatic,rwd,sub-compact,coupe,red
"boulder, CO",34850,2016,chevrolet,excellent,8 cylinders,48091,clean,automatic,4wd,mid-size,truck,black
indianapolis,15698,2017,ford,excellent,4 cylinders,48091,clean,automatic,fwd,full-size,sedan,white
"charlotte, NC",29500,2016,toyota,excellent,8 cylinders,48086,clean,automatic,4wd,full-size,truck,white
"South Bend, IN",10975,2016,dodge,good,4 cylinders,48080,clean,manual,fwd,compact,sedan,grey
western slope,19900,2017,dodge,excellent,6 cylinders,48079,clean,automatic,4wd,full-size,sedan,grey
western slope,19500,2017,dodge,excellent,6 cylinders,48079,clean,automatic,4wd,full-size,sedan,grey
"birmingham, AL",25995,2017,toyota,good,6 cylinders,48077,clean,automatic,4wd,full-size,truck,white
"GrubSouth, Huntsville, AL",25995,2017,toyota,good,6 cylinders,48077,clean,automatic,4wd,full-size,truck,white
"chattanooga, TN",25995,2017,toyota,good,6 cylinders,48077,clean,automatic,4wd,full-size,truck,white
seattle-tacoma,27995,2010,toyota,excellent,6 cylinders,48058,clean,automatic,4wd,mid-size,SUV,silver
"Reno, NV",27995,2012,ford,excellent,8 cylinders,48029,clean,automatic,4wd,full-size,truck,grey
"Reno, NV",27995,2012,ford,excellent,8 cylinders,48029,clean,automatic,4wd,full-size,truck,grey
"South Bend, IN",6500,2014,jeep,good,4 cylinders,48002,rebuilt,automatic,fwd,full-size,SUV,grey
"bakersfield, CA",18100,2017,honda,excellent,4 cylinders,48000,clean,automatic,fwd,mid-size,sedan,white
"Fort Myers, Florida",8400,2011,hyundai,excellent,4 cylinders,48000,clean,automatic,fwd,mid-size,sedan,white
"phoenix, AZ",14000,2017,chevrolet,excellent,4 cylinders,48000,clean,automatic,fwd,mid-size,sedan,blue
"Anchorage, AK",8300,2015,chevrolet,excellent,4 cylinders,48000,rebuilt,automatic,fwd,mid-size,coupe,black
little rock,9250,2017,nissan,like new,4 cylinders,48000,rebuilt,automatic,fwd,compact,sedan,black
south jersey,7800,2015,nissan,like new,4 cylinders,48000,rebuilt,automatic,fwd,mid-size,sedan,silver
"iowa city, IA",10250,2015,hyundai,good,4 cylinders,48000,rebuilt,automatic,fwd,mid-size,sedan,grey
southeast IA,10250,2015,hyundai,good,4 cylinders,48000,rebuilt,automatic,fwd,mid-size,sedan,grey
"louisville, KY",11500,2017,chevrolet,excellent,4 cylinders,48000,rebuilt,automatic,fwd,mid-size,SUV,silver
"lexington, KY",11500,2017,chevrolet,excellent,4 cylinders,48000,rebuilt,automatic,fwd,mid-size,SUV,silver
"Anchorage, AK",8300,2015,chevrolet,excellent,4 cylinders,48000,rebuilt,automatic,fwd,mid-size,coupe,black
"nashville, TN",1700,2013,chrysler,excellent,6 cylinders,48000,rebuilt,automatic,rwd,full-size,sedan,silver
"milwaukee, WI",20999,2017,ford,like new,6 cylinders,48000,rebuilt,automatic,4wd,mid-size,truck,black
"milwaukee, WI",20999,2017,ford,like new,6 cylinders,48000,rebuilt,automatic,4wd,full-size,truck,black
"jackson, MS",17900,2016,honda,excellent,4 cylinders,48000,lien,automatic,fwd,mid-size,sedan,black
northern michigan,14000,2015,honda,like new,4 cylinders,48000,lien,automatic,fwd,mid-size,coupe,blue
"stockton, CA",12998,2017,honda,excellent,4 cylinders,48000,salvage,automatic,fwd,full-size,sedan,white
ventura county,23000,2016,subaru,excellent,4 cylinders,48000,clean,manual,4wd,mid-size,sedan,blue
medford-ashland,26998,2014,dodge,excellent,8 cylinders,48000,clean,manual,rwd,mid-size,coupe,white
"bend, OR",26998,2014,dodge,excellent,8 cylinders,48000,clean,manual,rwd,mid-size,coupe,white
"portland, OR",26998,2014,dodge,excellent,8 cylinders,48000,clean,manual,rwd,mid-size,coupe,white
"bend, OR",26998,2014,dodge,excellent,8 cylinders,48000,clean,manual,rwd,mid-size,coupe,white
"austin, TX",35000,2013,mercedes-benz,good,8 cylinders,48000,clean,automatic,rwd,full-size,convertible,white
altoona-johnstown,12000,2014,nissan,good,4 cylinders,48000,clean,automatic,4wd,mid-size,SUV,black
los angeles,14500,2015,audi,like new,4 cylinders,48000,clean,automatic,fwd,mid-size,sedan,white
"Worcester, MA",8750,2014,hyundai,like new,4 cylinders,48000,clean,automatic,fwd,mid-size,sedan,custom
"el paso, TX",11995,2016,toyota,like new,4 cylinders,48000,clean,automatic,fwd,full-size,sedan,grey
boston,11000,2012,honda,like new,4 cylinders,48000,clean,automatic,fwd,full-size,sedan,silver
"owensboro, KY",12995,2016,toyota,like new,4 cylinders,48000,clean,automatic,fwd,compact,coupe,blue
central NJ,12800,2012,hyundai,like new,4 cylinders,48000,clean,automatic,4wd,mid-size,SUV,red
boston,9800,2012,kia,like new,4 cylinders,48000,clean,automatic,fwd,mid-size,SUV,green
kenosha-racine,30000,2015,jeep,like new,6 cylinders,48000,clean,automatic,4wd,mid-size,SUV,black
"el paso, TX",13495,2015,nissan,like new,6 cylinders,48000,clean,automatic,fwd,full-size,SUV,grey
"el paso, TX",13495,2015,nissan,like new,6 cylinders,48000,clean,automatic,fwd,full-size,SUV,grey
"yuma, AZ",19500,2015,dodge,like new,6 cylinders,48000,clean,automatic,rwd,full-size,coupe,white
"Oshkosh, WI",17750,2014,chrysler,like new,6 cylinders,48000,clean,automatic,fwd,full-size,mini-van,red
"Moorhead, MN",14000,2011,chrysler,like new,6 cylinders,48000,clean,automatic,fwd,full-size,mini-van,silver
"jonesboro, AR",40000,2016,chevrolet,like new,8 cylinders,48000,clean,automatic,4wd,full-size,truck,grey
"Hyannis, MA",28500,2015,gmc,excellent,8 cylinders,48000,clean,automatic,4wd,full-size,truck,brown
"st louis, MO",17950,2018,nissan,excellent,6 cylinders,48000,clean,automatic,4wd,full-size,SUV,black
"Fort Collins, CO",28599,2016,toyota,excellent,6 cylinders,48000,clean,automatic,4wd,mid-size,SUV,silver
"phoenix, AZ",16500,2016,chevrolet,excellent,6 cylinders,48000,clean,automatic,fwd,full-size,SUV,silver
"st louis, MO",16950,2018,nissan,excellent,6 cylinders,48000,clean,automatic,fwd,mid-size,SUV,red
"grand rapids, MI",30950,2016,ford,excellent,6 cylinders,48000,clean,automatic,4wd,full-size,truck,black
"modesto, CA",21200,2013,lexus,excellent,6 cylinders,48000,clean,automatic,rwd,full-size,sedan,black
maine,28900,2017,toyota,excellent,6 cylinders,48000,clean,automatic,4wd,full-size,mini-van,grey
"orange county, CA",18000,2012,honda,excellent,6 cylinders,48000,clean,automatic,fwd,mid-size,mini-van,grey
new hampshire,13995,2010,audi,excellent,6 cylinders,48000,clean,automatic,4wd,mid-size,convertible,grey
"portland, OR",17900,2015,ford,excellent,4 cylinders,48000,clean,automatic,rwd,compact,hatchback,red
"Duluth, MN",17500,2015,mazda,excellent,4 cylinders,48000,clean,automatic,4wd,full-size,SUV,red
"Hyannis, MA",17995,2017,nissan,excellent,4 cylinders,48000,clean,automatic,4wd,compact,SUV,grey
"kansas city, MO",14000,2013,chevrolet,excellent,4 cylinders,48000,clean,automatic,fwd,mid-size,SUV,silver
"manhattan, KS",13000,2016,jeep,excellent,4 cylinders,48000,clean,automatic,fwd,mid-size,SUV,white
"mobile, AL",14399,2016,toyota,excellent,4 cylinders,48000,clean,automatic,fwd,full-size,sedan,black
western massachusetts,5200,2011,hyundai,excellent,4 cylinders,48000,clean,automatic,fwd,full-size,sedan,blue
medford-ashland,10999,2016,ford,excellent,4 cylinders,48000,clean,automatic,fwd,compact,sedan,white
"new haven, CT",10500,2016,ford,excellent,4 cylinders,48000,clean,automatic,fwd,compact,sedan,red
florida keys,8300,2018,nissan,excellent,4 cylinders,48000,clean,automatic,fwd,compact,sedan,green
"Madison, WI",28685,2016,ford,excellent,6 cylinders,47989,clean,automatic,4wd,mid-size,truck,red
"mobile, AL",15755,2018,hyundai,like new,4 cylinders,47984,clean,automatic,fwd,sub-compact,SUV,blue
grand forks,19990,2018,chevrolet,like new,6 cylinders,47969,clean,automatic,fwd,full-size,sedan,silver
grand forks,19990,2018,chevrolet,like new,6 cylinders,47969,clean,automatic,fwd,full-size,sedan,silver
maine,25401,2015,ford,like new,8 cylinders,47949,clean,automatic,4wd,full-size,truck,red
"roanoke, VA",18840,2017,chevrolet,good,8 cylinders,47949,clean,automatic,rwd,full-size,van,white
"asheville, NC",18840,2017,chevrolet,good,8 cylinders,47949,clean,automatic,rwd,full-size,van,white
"columbia, SC",18840,2017,chevrolet,good,8 cylinders,47949,clean,automatic,rwd,full-size,van,white
"charleston, SC",18840,2017,chevrolet,good,8 cylinders,47949,clean,automatic,rwd,full-size,van,white
"orange county, CA",16500,2011,subaru,excellent,4 cylinders,47929,clean,manual,4wd,compact,sedan,white
mohave county,23000,2016,subaru,excellent,4 cylinders,47906,clean,automatic,4wd,mid-size,hatchback,blue
"Minneapolis–Saint Paul, MN",6500,2014,nissan,excellent,4 cylinders,47900,clean,automatic,fwd,compact,sedan,white
"richmond, VA",16795,2015,nissan,excellent,6 cylinders,47900,clean,automatic,4wd,mid-size,truck,silver
"cincinnati, OH",16500,2016,chevrolet,like new,4 cylinders,47890,lien,automatic,fwd,mid-size,sedan,white
"prescott, AZ",17995,2018,hyundai,like new,4 cylinders,47882,clean,automatic,fwd,compact,SUV,silver
"prescott, AZ",17995,2018,hyundai,like new,4 cylinders,47882,clean,automatic,fwd,compact,SUV,silver
"prescott, AZ",21995,2018,chevrolet,like new,6 cylinders,47882,clean,automatic,rwd,full-size,van,white
"Moorhead, MN",13990,2017,hyundai,like new,4 cylinders,47864,clean,automatic,fwd,mid-size,sedan,white
"bemidji, MN",13990,2017,hyundai,like new,4 cylinders,47864,clean,automatic,fwd,mid-size,sedan,white
"bismarck, ND",13990,2017,hyundai,like new,4 cylinders,47864,clean,automatic,fwd,mid-size,sedan,white
grand forks,13990,2017,hyundai,like new,4 cylinders,47864,clean,automatic,fwd,mid-size,sedan,white
wyoming,35781,2017,ford,good,6 cylinders,47831,clean,automatic,4wd,full-size,truck,black
albuquerque,35781,2017,ford,good,6 cylinders,47831,clean,automatic,4wd,full-size,truck,black
"Oklahoma City, OK",10900,2016,hyundai,excellent,4 cylinders,47825,clean,automatic,fwd,compact,sedan,blue
"knoxville, TN",14942,2017,dodge,good,6 cylinders,47818,clean,automatic,4wd,full-size,SUV,white
"knoxville, TN",14942,2017,dodge,good,6 cylinders,47818,clean,automatic,4wd,full-size,SUV,white
"nashville, TN",18995,2016,chevrolet,excellent,8 cylinders,47817,clean,automatic,rwd,full-size,truck,white
"Green bay, WI",25000,2015,dodge,excellent,6 cylinders,47813,clean,automatic,4wd,full-size,SUV,grey
"Green bay, WI",25000,2015,dodge,excellent,6 cylinders,47813,clean,automatic,4wd,full-size,SUV,grey
"abilene, TX",23000,2016,chevrolet,excellent,8 cylinders,47809,rebuilt,automatic,4wd,full-size,truck,red
"chattanooga, TN",19900,2013,toyota,like new,6 cylinders,47800,rebuilt,automatic,4wd,full-size,SUV,white
"wilmington, NC",11300,2010,bmw,excellent,6 cylinders,47800,clean,manual,4wd,mid-size,sedan,grey
"syracuse, NY",39890,2015,chevrolet,excellent,8 cylinders,47782,clean,automatic,4wd,full-size,truck,white
utica-rome-oneida,39890,2015,chevrolet,excellent,8 cylinders,47782,clean,automatic,4wd,full-size,truck,white
"rochester, NY",39890,2015,chevrolet,excellent,8 cylinders,47782,clean,automatic,4wd,full-size,truck,white
"watertown, NY",39890,2015,chevrolet,excellent,8 cylinders,47782,clean,automatic,4wd,full-size,truck,white
"syracuse, NY",39890,2015,chevrolet,excellent,8 cylinders,47782,clean,automatic,4wd,full-size,truck,white
indianapolis,14875,2016,dodge,excellent,4 cylinders,47782,clean,automatic,fwd,mid-size,SUV,black
"phoenix, AZ",15399,2017,kia,excellent,6 cylinders,47776,clean,automatic,fwd,full-size,SUV,red
"treasure coast, FL",21995,2015,audi,good,4 cylinders,47772,clean,automatic,4wd,mid-size,convertible,white
"Oklahoma City, OK",14175,2018,hyundai,like new,4 cylinders,47771,lien,automatic,fwd,full-size,sedan,white
"kansas city, MO",8900,2016,ford,like new,4 cylinders,47758,rebuilt,automatic,fwd,full-size,sedan,red
"south coast, MA",15900,2014,ford,excellent,6 cylinders,47727,clean,automatic,fwd,full-size,SUV,blue
"cincinnati, OH",24750,2015,ford,excellent,6 cylinders,47713,lien,automatic,4wd,full-size,SUV,silver
"fredericksburg, VA",14997,2016,honda,like new,4 cylinders,47711,clean,automatic,fwd,mid-size,SUV,green
"austin, TX",29497,2017,bmw,excellent,4 cylinders,47700,clean,automatic,rwd,mid-size,SUV,white
"treasure coast, FL",36990,2015,toyota,good,8 cylinders,47698,clean,automatic,4wd,full-size,truck,custom
"space coast, FL",36990,2015,toyota,good,8 cylinders,47698,clean,automatic,4wd,full-size,truck,custom
"Green bay, WI",25500,2015,jeep,excellent,6 cylinders,47683,clean,automatic,4wd,full-size,SUV,red
